UC_ID,Project_ID,UC_Submission_Date,Claimed_Utilized_Amount,Actual_Utilized_Amount,Completion_Percentage,UC_Status
UC00081691,P00081691,2025-11-26,6270000,5992080,82,Verified
UC00081692,P00081692,2025-12-25,989946,953819,86,Under Review
UC00081693,P00081693,2025-05-21,3573529,3403444,89,Verified
UC00081694,P00081694,2025-07-20,6791197,6532271,82,Under Review
UC00081695,P00081695,2025-09-10,3604373,3519903,85,Verified
UC00081696,P00081696,2026-02-26,1796035,1721561,82,Under Review
UC00081697,P00081697,2026-03-21,6264643,6010910,95,Verified
UC00081698,P00081698,2026-04-29,1440000,1403134,96,Verified
UC00081699,P00081699,2025-10-30,3763304,3690528,92,Verified
UC00081700,P00081700,2025-10-18,6588515,6116008,80,Under Review
UC00081701,P00081701,2025-12-16,8638994,8462644,88,Verified
UC00081702,P00081702,2025-09-03,8159306,7992761,85,Verified
UC00081703,P00081703,2025-11-05,7004905,6729175,88,Verified
UC00081704,P00081704,2026-03-05,3878529,2587217,74,Suspicious
UC00081705,P00081705,2026-01-14,5382885,5357071,98,Under Review
UC00081706,P00081706,2025-05-12,7693622,5488290,73,Suspicious
UC00081707,P00081707,2025-09-10,6912057,6624390,80,Verified
UC00081708,P00081708,2025-10-25,3219032,3036929,88,Verified
UC00081709,P00081709,2025-10-27,7903167,7592594,85,Verified
UC00081710,P00081710,2025-12-11,8903010,4588120,52,Suspicious
UC00081711,P00081711,2025-05-17,630000,597131,94,Verified
UC00081712,P00081712,2025-11-22,4656051,4613290,84,Verified
UC00081713,P00081713,2025-11-14,3989539,3786506,88,Verified
UC00081714,P00081714,2025-11-19,9550000,9497575,86,Under Review
UC00081715,P00081715,2025-11-22,8273345,7920930,97,Verified
UC00081716,P00081716,2025-10-18,5283198,5080278,90,Verified
UC00081717,P00081717,2025-06-25,998517,509000,71,Under Review
UC00081718,P00081718,2025-11-14,3570000,3480839,84,Under Review
UC00081719,P00081719,2025-11-28,6574980,6554786,96,Verified
UC00081720,P00081720,2025-08-04,7097296,7075063,80,Verified
UC00081721,P00081721,2025-09-10,4027650,3885445,94,Verified
UC00081722,P00081722,2025-09-14,5562750,5204342,85,Under Review
UC00081723,P00081723,2025-11-21,1844422,1739009,80,Verified
UC00081724,P00081724,2026-04-28,3643230,1703249,71,Under Review
UC00081725,P00081725,2026-02-22,3681625,3544645,96,Verified
UC00081726,P00081726,2026-01-18,3358350,2306436,69,Suspicious
UC00081727,P00081727,2025-11-12,7789760,7687853,93,Verified
UC00081728,P00081728,2026-03-12,5209447,4954838,84,Under Review
UC00081729,P00081729,2025-12-15,7363632,7193493,82,Verified
UC00081730,P00081730,2026-04-21,6617856,6490564,98,Verified
UC00081731,P00081731,2025-04-26,8960000,8599200,81,Verified
UC00081732,P00081732,2025-06-29,2611059,2588660,99,Verified
UC00081733,P00081733,2025-12-11,9253060,9125825,90,Verified
UC00081734,P00081734,2025-12-22,2177046,2142899,94,Verified
UC00081735,P00081735,2025-10-04,5057929,4817943,90,Verified
UC00081736,P00081736,2025-12-17,2910333,2770047,99,Verified
UC00081737,P00081737,2025-06-21,7755940,7303409,97,Under Review
UC00081738,P00081738,2025-11-12,6416319,6388419,92,Verified
UC00081739,P00081739,2025-10-24,6393574,6041858,92,Verified
UC00081740,P00081740,2025-12-14,8919887,8432154,84,Verified
UC00081741,P00081741,2025-07-15,1315969,1237289,80,Verified
UC00081742,P00081742,2025-12-09,4915722,4658980,81,Under Review
UC00081743,P00081743,2025-11-10,4406650,4254930,81,Verified
UC00081744,P00081744,2025-09-04,2228951,2141072,80,Under Review
UC00081745,P00081745,2026-01-01,3281505,2318485,70,Under Review
UC00081746,P00081746,2025-06-12,6860000,6602248,90,Verified
UC00081747,P00081747,2025-12-26,8820000,8613913,91,Verified
UC00081748,P00081748,2026-05-10,652249,644362,87,Verified
UC00081749,P00081749,2026-03-20,9195313,9192218,95,Under Review
UC00081750,P00081750,2026-02-09,4360000,4340039,90,Verified
UC00081751,P00081751,2025-09-03,3417706,3281121,90,Verified
UC00081752,P00081752,2025-10-19,8080000,7935375,82,Verified
UC00081753,P00081753,2025-09-12,5508125,5186108,83,Under Review
UC00081754,P00081754,2025-12-10,9810000,9323160,91,Verified
UC00081755,P00081755,2025-11-27,4157091,3886065,99,Under Review
UC00081756,P00081756,2025-11-05,3671851,3551163,95,Verified
UC00081757,P00081757,2025-09-27,6227821,6112505,97,Under Review
UC00081758,P00081758,2026-04-21,924123,890211,96,Verified
UC00081759,P00081759,2025-12-31,8116587,5745862,48,Suspicious
UC00081760,P00081760,2025-07-22,6077051,5674158,91,Verified
UC00081761,P00081761,2025-09-21,8538800,7997305,87,Verified
UC00081762,P00081762,2025-11-12,9648818,9045549,87,Verified
UC00081763,P00081763,2025-11-07,1920366,1919650,100,Verified
UC00081764,P00081764,2025-07-05,9208396,8653201,81,Verified
UC00081765,P00081765,2025-11-29,7647649,7181150,80,Verified
UC00081766,P00081766,2025-11-13,1562136,1488512,89,Verified
UC00081767,P00081767,2025-10-05,8807447,8588863,84,Under Review
UC00081768,P00081768,2025-12-21,7472210,7147381,92,Under Review
UC00081769,P00081769,2026-01-22,3234734,3075329,91,Verified
UC00081770,P00081770,2025-12-29,7749430,7637483,86,Under Review
UC00081771,P00081771,2026-01-22,2427573,1232529,67,Suspicious
UC00081772,P00081772,2025-10-03,4707056,4390033,89,Verified
UC00081773,P00081773,2025-12-02,2052784,2048245,92,Under Review
UC00081774,P00081774,2025-11-04,2208154,2182180,95,Under Review
UC00081775,P00081775,2025-12-03,1175981,1099953,94,Verified
UC00081776,P00081776,2025-10-21,4877694,4582084,97,Under Review
UC00081777,P00081777,2026-01-02,8454761,8343579,91,Verified
UC00081778,P00081778,2025-09-16,6698376,6505131,85,Under Review
UC00081779,P00081779,2025-11-19,7643539,7632660,83,Verified
UC00081780,P00081780,2026-01-06,5098476,3878761,49,Suspicious
UC00081781,P00081781,2025-08-12,9830000,9746082,84,Verified
UC00081782,P00081782,2025-11-05,1166631,1158854,81,Verified
UC00081783,P00081783,2025-09-17,3669056,3417902,89,Under Review
UC00081784,P00081784,2026-01-12,7538549,7164357,81,Verified
UC00081785,P00081785,2026-02-26,3900000,3729312,97,Under Review
UC00081786,P00081786,2026-04-16,1433298,1376600,87,Verified
UC00081787,P00081787,2025-07-16,7037524,6987030,94,Under Review
UC00081788,P00081788,2026-02-07,2282643,2142991,80,Verified
UC00081789,P00081789,2025-09-15,9500000,9331056,96,Verified
UC00081790,P00081790,2025-11-01,1241691,1166247,90,Verified
UC00081791,P00081791,2025-11-26,4620262,4479385,94,Under Review
UC00081792,P00081792,2025-09-18,8966871,8948815,91,Verified
UC00081793,P00081793,2026-02-14,5929703,5789147,89,Under Review
UC00081794,P00081794,2025-10-18,7370000,7230311,81,Verified
UC00081795,P00081795,2025-10-02,732893,699365,83,Verified
UC00081796,P00081796,2026-01-24,8277950,8030808,87,Under Review
UC00081797,P00081797,2025-09-11,4729078,2193405,71,Under Review
UC00081798,P00081798,2026-01-29,4808955,4554102,82,Verified
UC00081799,P00081799,2025-06-11,2290000,2243070,92,Under Review
UC00081800,P00081800,2025-10-17,7380000,7247395,93,Verified
UC00081801,P00081801,2025-09-15,5335314,5072165,95,Under Review
UC00081802,P00081802,2025-08-27,8423069,7906472,81,Verified
UC00081803,P00081803,2026-01-09,6797413,6473789,92,Under Review
UC00081804,P00081804,2025-05-13,5717060,5513946,96,Verified
UC00081805,P00081805,2025-05-27,541730,521299,81,Verified
UC00081806,P00081806,2025-06-21,1671942,1599004,87,Verified
UC00081807,P00081807,2025-09-18,2412665,2334990,100,Verified
UC00081808,P00081808,2025-10-10,2487969,2382654,93,Verified
UC00081809,P00081809,2025-08-24,6197530,6144545,90,Verified
UC00081810,P00081810,2025-09-30,6122894,4862677,69,Suspicious
UC00081811,P00081811,2025-06-26,2703123,2662450,85,Verified
UC00081812,P00081812,2025-10-29,4262993,2695760,42,Under Review
UC00081813,P00081813,2026-03-19,2307185,2292558,99,Verified
UC00081814,P00081814,2025-09-17,3735151,3732690,91,Verified
UC00081815,P00081815,2025-09-12,8072194,8062693,81,Verified
UC00081816,P00081816,2025-11-13,7138307,7013151,99,Verified
UC00081817,P00081817,2025-10-06,6014583,5908606,92,Under Review
UC00081818,P00081818,2026-01-02,5979010,5706165,81,Verified
UC00081819,P00081819,2025-09-30,3417935,3404768,86,Verified
UC00081820,P00081820,2026-05-13,4736147,3320961,45,Suspicious
UC00081821,P00081821,2025-09-24,2852355,2823877,99,Under Review
UC00081822,P00081822,2026-03-11,5228053,5151421,97,Verified
UC00081823,P00081823,2025-11-18,7130000,7004227,91,Under Review
UC00081824,P00081824,2025-09-29,7295759,7291562,99,Under Review
UC00081825,P00081825,2026-03-14,9139597,5469749,62,Suspicious
UC00081826,P00081826,2026-02-25,3144134,2502156,58,Suspicious
UC00081827,P00081827,2025-10-21,5508303,5396683,86,Under Review
UC00081828,P00081828,2026-01-08,4940000,4727379,97,Verified
UC00081829,P00081829,2025-11-13,1100000,1082851,94,Verified
UC00081830,P00081830,2025-09-18,7933707,7469926,99,Under Review
UC00081831,P00081831,2026-01-28,6363661,6086653,95,Verified
UC00081832,P00081832,2025-12-09,8484470,7965623,81,Verified
UC00081833,P00081833,2025-11-15,3320000,3262640,86,Under Review
UC00081834,P00081834,2025-09-23,4669916,4383090,96,Verified
UC00081835,P00081835,2025-07-10,1017669,498304,57,Suspicious
UC00081836,P00081836,2025-10-25,7440553,6953394,90,Verified
UC00081837,P00081837,2025-12-02,2891173,2792546,88,Verified
UC00081838,P00081838,2025-11-15,1435745,1393646,81,Under Review
UC00081839,P00081839,2026-02-07,9273511,8854326,95,Verified
UC00081840,P00081840,2025-09-17,5813323,5539976,96,Verified
UC00081841,P00081841,2025-10-02,1544301,1477398,87,Verified
UC00081842,P00081842,2025-12-22,5672051,5356624,86,Verified
UC00081843,P00081843,2026-01-24,7761911,7255402,96,Verified
UC00081844,P00081844,2026-03-22,5079594,4945773,93,Verified
UC00081845,P00081845,2026-03-12,7175760,6915931,100,Verified
UC00081846,P00081846,2025-09-15,3590031,3514211,92,Verified
UC00081847,P00081847,2025-09-14,5004052,4715805,84,Verified
UC00081848,P00081848,2025-07-03,5332335,5301771,81,Verified
UC00081849,P00081849,2025-09-21,7148948,6741166,95,Verified
UC00081850,P00081850,2025-10-31,5384462,5370562,88,Verified
UC00081851,P00081851,2025-07-17,2381854,2262474,98,Verified
UC00081852,P00081852,2026-02-20,3152489,3034421,84,Under Review
UC00081853,P00081853,2025-12-13,4055426,4022025,86,Verified
UC00081854,P00081854,2026-02-07,6832915,6730922,92,Verified
UC00081855,P00081855,2026-04-13,3950000,3695905,88,Verified
UC00081856,P00081856,2026-05-23,4315335,4028014,99,Verified
UC00081857,P00081857,2026-04-30,6357965,6098447,90,Verified
UC00081858,P00081858,2025-11-17,9610000,9327791,91,Under Review
UC00081859,P00081859,2026-02-23,1930381,1923816,87,Verified
UC00081860,P00081860,2026-01-27,4639304,4554364,96,Verified
UC00081861,P00081861,2025-09-22,2403957,2352805,88,Under Review
UC00081862,P00081862,2025-12-14,3370990,3179634,84,Verified
UC00081863,P00081863,2026-02-04,5554585,3870120,73,Under Review
UC00081864,P00081864,2025-11-05,912005,901713,86,Verified
UC00081865,P00081865,2025-09-03,4216311,2159647,71,Under Review
UC00081866,P00081866,2026-02-20,5842518,5424289,85,Verified
UC00081867,P00081867,2026-05-09,4354137,4256355,98,Verified
UC00081868,P00081868,2025-11-24,4221902,3977538,95,Verified
UC00081869,P00081869,2025-12-21,8747516,8379498,90,Under Review
UC00081870,P00081870,2026-05-16,662215,636769,92,Verified
UC00081871,P00081871,2025-08-23,7530000,7362971,81,Under Review
UC00081872,P00081872,2026-05-02,8061602,7563856,87,Verified
UC00081873,P00081873,2025-11-02,2915015,2768809,80,Verified
UC00081874,P00081874,2026-04-08,4767826,4723768,92,Verified
UC00081875,P00081875,2025-10-16,6820877,6364485,84,Verified
UC00081876,P00081876,2026-04-13,7260000,7073349,81,Under Review
UC00081877,P00081877,2025-11-29,6526609,6052348,90,Verified
UC00081878,P00081878,2025-05-31,1131027,1062285,100,Verified
UC00081879,P00081879,2025-08-14,8150572,7734561,88,Verified
UC00081880,P00081880,2026-02-17,6426179,6206590,95,Verified
UC00081881,P00081881,2025-04-13,5600101,5429041,99,Under Review
UC00081882,P00081882,2026-01-03,6711592,6372286,82,Under Review
UC00081883,P00081883,2025-12-17,7667728,7458683,86,Verified
UC00081884,P00081884,2025-08-26,1007811,963474,94,Under Review
UC00081885,P00081885,2025-12-17,8746632,8403730,87,Under Review
UC00081886,P00081886,2025-11-10,5848395,5810098,84,Under Review
UC00081887,P00081887,2025-10-07,5318510,5170097,85,Verified
UC00081888,P00081888,2025-07-11,9180000,8838137,85,Verified
UC00081889,P00081889,2025-11-13,2399392,2335615,97,Under Review
UC00081890,P00081890,2025-10-20,5122844,5013739,81,Verified
UC00081891,P00081891,2025-06-08,4030000,3843397,88,Verified
UC00081892,P00081892,2025-12-07,2976077,2800644,90,Under Review
UC00081893,P00081893,2025-06-27,3177257,3142064,84,Under Review
UC00081894,P00081894,2025-12-08,7310044,6990026,98,Under Review
UC00081895,P00081895,2025-12-17,6546694,6344791,94,Verified
UC00081896,P00081896,2026-02-15,8439528,7925145,81,Verified
UC00081897,P00081897,2025-12-08,7039169,6663830,90,Under Review
UC00081898,P00081898,2025-07-14,3183834,3094778,100,Verified
UC00081899,P00081899,2025-11-19,5735434,5569349,96,Verified
UC00081900,P00081900,2026-05-02,560756,522101,91,Under Review
UC00081901,P00081901,2025-11-19,5861077,5559965,89,Verified
UC00081902,P00081902,2025-11-14,5405026,5351486,94,Under Review
UC00081903,P00081903,2025-12-15,6600249,6154194,89,Under Review
UC00081904,P00081904,2026-02-13,6501391,6383190,90,Verified
UC00081905,P00081905,2026-01-22,846659,801090,86,Verified
UC00081906,P00081906,2025-08-06,4509143,4243200,95,Verified
UC00081907,P00081907,2026-05-26,2952856,2774097,87,Verified
UC00081908,P00081908,2026-01-31,6926925,6575710,85,Verified
UC00081909,P00081909,2025-11-23,4050000,3988158,87,Under Review
UC00081910,P00081910,2026-05-28,9920000,9648873,83,Verified
UC00081911,P00081911,2025-08-07,4870000,4868805,91,Verified
UC00081912,P00081912,2025-12-04,6045836,5600986,92,Under Review
UC00081913,P00081913,2026-01-24,4370589,4330837,94,Verified
UC00081914,P00081914,2026-01-02,8978001,8770947,97,Verified
UC00081915,P00081915,2026-01-04,6340000,6181183,100,Verified
UC00081916,P00081916,2026-01-17,3458437,3278055,85,Verified
UC00081917,P00081917,2025-05-09,9720000,9381543,100,Verified
UC00081918,P00081918,2025-12-08,6711843,6694219,99,Verified
UC00081919,P00081919,2025-12-03,4951324,4809699,94,Verified
UC00081920,P00081920,2026-04-20,5114832,4994646,100,Verified
UC00081921,P00081921,2025-08-15,6337795,6256797,82,Verified
UC00081922,P00081922,2025-11-17,1850255,1825990,96,Verified
UC00081923,P00081923,2025-09-27,5248751,5028609,91,Under Review
UC00081924,P00081924,2026-02-14,3336805,3188085,81,Under Review
UC00081925,P00081925,2025-07-13,6273034,3953889,72,Suspicious
UC00081926,P00081926,2025-11-13,2032466,1172024,51,Suspicious
UC00081927,P00081927,2025-09-20,9291180,8769983,87,Verified
UC00081928,P00081928,2025-12-19,6392852,6383894,80,Verified
UC00081929,P00081929,2025-09-08,7047891,6984900,95,Verified
UC00081930,P00081930,2025-09-22,5314079,5045845,93,Under Review
UC00081931,P00081931,2025-05-31,4466818,4295980,89,Under Review
UC00081932,P00081932,2025-12-11,613898,592539,88,Under Review
UC00081933,P00081933,2026-02-28,5006843,4931643,92,Verified
UC00081934,P00081934,2025-11-29,4947420,3367218,43,Suspicious
UC00081935,P00081935,2025-09-21,2378009,2329212,89,Verified
UC00081936,P00081936,2025-06-02,3293078,3259527,96,Verified
UC00081937,P00081937,2026-04-29,7453683,7046674,97,Verified
UC00081938,P00081938,2026-01-16,5626524,5615379,81,Verified
UC00081939,P00081939,2025-12-18,4814963,1963872,66,Suspicious
UC00081940,P00081940,2025-09-12,6909187,6418168,80,Verified
UC00081941,P00081941,2026-01-30,1210000,1177007,97,Under Review
UC00081942,P00081942,2026-02-23,3280619,3233880,96,Under Review
UC00081943,P00081943,2025-07-13,7770238,7735668,85,Verified
UC00081944,P00081944,2025-11-08,5532084,5294814,100,Under Review
UC00081945,P00081945,2025-11-30,2805875,2677875,98,Verified
UC00081946,P00081946,2025-10-11,5882338,5583219,99,Under Review
UC00081947,P00081947,2025-06-27,9930000,9809953,98,Verified
UC00081948,P00081948,2025-09-07,4625427,4302628,87,Under Review
UC00081949,P00081949,2025-07-26,2310000,2239610,97,Verified
UC00081950,P00081950,2025-12-26,7675598,7252822,96,Under Review
UC00081951,P00081951,2025-07-26,8557504,8255203,94,Verified
UC00081952,P00081952,2025-12-02,1042861,722197,46,Suspicious
UC00081953,P00081953,2026-01-05,8622901,8046415,84,Verified
UC00081954,P00081954,2026-01-11,7630000,7457595,99,Verified
UC00081955,P00081955,2025-09-22,7348489,7052952,91,Verified
UC00081956,P00081956,2025-08-14,7557333,7259390,88,Verified
UC00081957,P00081957,2025-10-14,4745839,3362486,52,Suspicious
UC00081958,P00081958,2025-07-27,853293,832212,98,Verified
UC00081959,P00081959,2025-08-30,4240294,4033577,80,Verified
UC00081960,P00081960,2025-09-18,8271483,8247017,81,Under Review
UC00081961,P00081961,2025-05-25,2206163,2083673,90,Under Review
UC00081962,P00081962,2025-08-14,4988007,4725373,98,Verified
UC00081963,P00081963,2026-02-03,4388145,4261699,82,Under Review
UC00081964,P00081964,2026-01-07,7041690,6642961,94,Verified
UC00081965,P00081965,2025-10-22,6830000,6502591,88,Verified
UC00081966,P00081966,2025-11-20,1189601,1149706,82,Verified
UC00081967,P00081967,2025-11-19,6446787,6291268,90,Verified
UC00081968,P00081968,2026-02-21,7588796,7046786,97,Verified
UC00081969,P00081969,2025-08-04,3312558,3179236,80,Verified
UC00081970,P00081970,2025-07-06,8740000,8182646,96,Verified
UC00081971,P00081971,2025-10-04,2722535,2557239,95,Verified
UC00081972,P00081972,2025-08-01,8420591,8086026,95,Verified
UC00081973,P00081973,2025-11-02,6440000,6354304,80,Under Review
UC00081974,P00081974,2025-07-28,5727323,5501443,91,Verified
UC00081975,P00081975,2025-10-18,6000585,5937935,85,Verified
UC00081976,P00081976,2025-06-26,2703853,1634760,53,Suspicious
UC00081977,P00081977,2025-07-26,8960000,8747293,91,Under Review
UC00081978,P00081978,2025-12-15,8225135,7779146,95,Under Review
UC00081979,P00081979,2025-10-20,7956942,7462362,85,Verified
UC00081980,P00081980,2025-10-29,7156540,6719785,91,Verified
UC00081981,P00081981,2025-12-13,8231975,7700459,90,Verified
UC00081982,P00081982,2025-10-06,6807238,6383552,96,Verified
UC00081983,P00081983,2025-09-14,3672593,3662423,94,Verified
UC00081984,P00081984,2026-03-31,1180000,1145936,92,Verified
UC00081985,P00081985,2025-10-08,1185458,1174220,84,Verified
UC00081986,P00081986,2025-08-17,2448323,2371222,83,Verified
UC00081987,P00081987,2025-10-18,3951583,3768546,92,Verified
UC00081988,P00081988,2025-08-05,2330174,1492454,55,Suspicious
UC00081989,P00081989,2025-09-29,8546164,8228594,82,Verified
UC00081990,P00081990,2025-12-13,6857822,6765413,93,Verified
UC00081991,P00081991,2025-05-23,7116415,6950915,84,Verified
UC00081992,P00081992,2025-10-29,4190744,4036800,87,Under Review
UC00081993,P00081993,2025-07-03,6732498,6267512,84,Verified
UC00081994,P00081994,2025-10-13,4151727,3994064,85,Verified
